time_ms,neuron_id
8699,123
8725,123
8751,123
8777,123
8803,123
8830,123
8856,123
8882,123
8909,123
8935,123
8962,123
8989,123
9015,123
9042,123
9069,123
10007,123
10039,123
8,24
22,24
37,24
53,24
69,24
85,24
102,24
120,24
138,24
157,24
177,24
197,24
217,24
238,24
260,24
282,24
305,24
328,24
351,24
375,24
399,24
423,24
448,24
473,24
498,24
524,24
549,24
575,24
601,24
627,24
1554,24
1586,24
1601,24
1617,24
1634,24
1651,24
1669,24
1687,24
1706,24
1725,24
1745,24
1765,24
1786,24
1808,24
1830,24
1852,24
1875,24
1899,24
1922,24
1946,24
1971,24
1996,24
2020,24
2046,24
2071,24
2097,24
2122,24
2148,24
2174,24
2200,24
2227,24
2253,24
2279,24
2306,24
2332,24
2359,24
2385,24
2412,24
2439,24
2465,24
2492,24
3430,24
3462,24
3478,24
3494,24
3510,24
3527,24
3545,24
3563,24
3582,24
3601,24
3621,24
3642,24
3663,24
3684,24
3706,24
3729,24
3752,24
3775,24
3799,24
3823,24
3847,24
3872,24
3897,24
3922,24
3947,24
3973,24
3999,24
4025,24
4051,24
4077,24
4103,24
4129,24
4156,24
4182,24
4209,24
4235,24
4262,24
4288,24
4315,24
4342,24
4368,24
5306,24
5339,24
5354,24
5370,24
5387,24
5404,24
5421,24
5439,24
5458,24
5478,24
5498,24
5518,24
5539,24
5561,24
5583,24
5605,24
5628,24
5651,24
5675,24
5699,24
5723,24
5748,24
5773,24
5798,24
5824,24
5849,24
5875,24
5901,24
5927,24
5953,24
5979,24
6005,24
6032,24
6058,24
6085,24
6111,24
6138,24
6165,24
6191,24
6218,24
6245,24
7183,24
7215,24
7231,24
7247,24
7263,24
7280,24
7298,24
7316,24
7335,24
7354,24
7374,24
7395,24
7416,24
7437,24
7459,24
7482,24
7504,24
7528,24
7551,24
7576,24
7600,24
7625,24
7650,24
7675,24
7700,24
7726,24
7751,24
7777,24
7803,24
7829,24
7856,24
7882,24
7908,24
7935,24
7961,24
7988,24
8014,24
8041,24
8068,24
8094,24
8121,24
9059,24
9092,24
9107,24
9123,24
9140,24
9157,24
9174,24
9192,24
9211,24
9231,24
9251,24
9271,24
9292,24
9314,24
9336,24
9358,24
9381,24
9404,24
9428,24
9452,24
9476,24
9501,24
9526,24
9551,24
9577,24
9602,24
9628,24
9654,24
9680,24
9706,24
9732,24
9759,24
9785,24
9811,24
9838,24
9864,24
9891,24
9918,24
9944,24
9971,24
9998,24
627,124
659,124
673,124
689,124
705,124
721,124
738,124
756,124
774,124
793,124
813,124
833,124
853,124
874,124
896,124
918,124
940,124
963,124
987,124
1011,124
1035,124
1059,124
1084,124
1109,124
1134,124
1159,124
1185,124
1211,124
1237,124
1263,124
1289,124
1315,124
1341,124
1368,124
1394,124
1421,124
1447,124
1474,124
1500,124
1527,124
1554,124
2492,124
2524,124
2540,124
2556,124
2572,124
2589,124
2607,124
2625,124
2644,124
2663,124
2683,124
2704,124
2725,124
2746,124
2768,124
2791,124
2813,124
2837,124
2860,124
2885,124
2909,124
2934,124
2959,124
2984,124
3009,124
3035,124
3061,124
3086,124
3112,124
3139,124
3165,124
3191,124
3217,124
3244,124
3270,124
3297,124
3323,124
3350,124
3377,124
3403,124
3430,124
4368,124
4401,124
4416,124
4432,124
4448,124
4465,124
4483,124
4501,124
4520,124
4539,124
4559,124
4580,124
4601,124
4622,124
4644,124
4667,124
4690,124
4713,124
4737,124
4761,124
4785,124
4810,124
4835,124
4860,124
4886,124
4911,124
4937,124
4963,124
4989,124
5015,124
5041,124
5067,124
5094,124
5120,124
5147,124
5173,124
5200,124
5226,124
5253,124
5280,124
5306,124
6245,124
6277,124
6292,124
6308,124
6325,124
6342,124
6359,124
6378,124
6396,124
6416,124
6436,124
6456,124
6477,124
6499,124
6521,124
6543,124
6566,124
6589,124
6613,124
6637,124
6662,124
6686,124
6711,124
6736,124
6762,124
6787,124
6813,124
6839,124
6865,124
6891,124
6917,124
6944,124
6970,124
6996,124
7023,124
7050,124
7076,124
7103,124
7129,124
7156,124
7183,124
8121,124
8154,124
8169,124
8185,124
8201,124
8218,124
8236,124
8254,124
8273,124
8292,124
8312,124
8333,124
8354,124
8375,124
8397,124
8420,124
8443,124
8466,124
8490,124
8514,124
8538,124
8563,124
8588,124
8613,124
8638,124
8664,124
8690,124
8716,124
8742,124
8768,124
8794,124
8820,124
8847,124
8873,124
8899,124
8926,124
8953,124
8979,124
9006,124
9033,124
9059,124
9998,124
10030,124
10045,124
5,25
19,25
34,25
49,25
65,25
82,25
99,25
117,25
135,25
154,25
173,25
193,25
214,25
235,25
257,25
279,25
301,25
324,25
348,25
372,25
396,25
420,25
445,25
470,25
495,25
520,25
546,25
572,25
598,25
624,25
1550,25
1583,25
1598,25
1614,25
1631,25
1648,25
1665,25
1683,25
1702,25
1722,25
1742,25
1762,25
1783,25
1805,25
1827,25
1849,25
1872,25
1895,25
1919,25
1943,25
1967,25
1992,25
2017,25
2042,25
2068,25
2093,25
2119,25
2145,25
2171,25
2197,25
2223,25
2250,25
2276,25
2302,25
2329,25
2355,25
2382,25
2409,25
2435,25
2462,25
2489,25
3427,25
3459,25
3475,25
3490,25
3507,25
3524,25
3542,25
3560,25
3579,25
3598,25
3618,25
3638,25
3659,25
3681,25
3703,25
3725,25
3748,25
3772,25
3795,25
3819,25
3844,25
3869,25
3893,25
3919,25
3944,25
3970,25
3995,25
4021,25
4047,25
4073,25
4100,25
4126,25
4152,25
4179,25
4205,25
4232,25
4258,25
4285,25
4312,25
4338,25
4365,25
5303,25
5335,25
5351,25
5367,25
5383,25
5400,25
5418,25
5436,25
5455,25
5474,25
5494,25
5515,25
5536,25
5557,25
5579,25
5602,25
5624,25
5648,25
5672,25
5696,25
5720,25
5745,25
5770,25
5795,25
5820,25
5846,25
5872,25
5897,25
5923,25
5950,25
5976,25
6002,25
6028,25
6055,25
6081,25
6108,25
6134,25
6161,25
6188,25
6214,25
6241,25
7179,25
7212,25
7227,25
7243,25
7260,25
7277,25
7294,25
7312,25
7331,25
7351,25
7371,25
7391,25
7412,25
7434,25
7456,25
7478,25
7501,25
7524,25
7548,25
7572,25
7596,25
7621,25
7646,25
7671,25
7697,25
7722,25
7748,25
7774,25
7800,25
7826,25
7852,25
7879,25
7905,25
7931,25
7958,25
7984,25
8011,25
8038,25
8064,25
8091,25
8118,25
9056,25
9088,25
9104,25
9120,25
9136,25
9153,25
9171,25
9189,25
9208,25
9227,25
9247,25
9268,25
9289,25
9310,25
9332,25
9355,25
9378,25
9401,25
9425,25
9449,25
9473,25
9498,25
9523,25
9548,25
9573,25
9599,25
9625,25
9651,25
9677,25
9703,25
9729,25
9755,25
9782,25
9808,25
9834,25
9861,25
9888,25
9914,25
9941,25
9968,25
9994,25
624,125
655,125
670,125
686,125
702,125
718,125
735,125
753,125
771,125
790,125
809,125
829,125
850,125
871,125
893,125
915,125
937,125
960,125
984,125
1007,125
1031,125
1056,125
1080,125
1105,125
1131,125
1156,125
1182,125
1207,125
1233,125
1259,125
1285,125
1312,125
1338,125
1364,125
1391,125
1417,125
1444,125
1470,125
1497,125
1524,125
1550,125
2489,125
2521,125
2536,125
2552,125
2569,125
2586,125
2603,125
2622,125
2640,125
2660,125
2680,125
2700,125
2721,125
2743,125
2765,125
2787,125
2810,125
2833,125
2857,125
2881,125
2906,125
2930,125
2955,125
2980,125
3006,125
3031,125
3057,125
3083,125
3109,125
3135,125
3161,125
3188,125
3214,125
3240,125
3267,125
3293,125
3320,125
3347,125
3373,125
3400,125
3427,125
4365,125
4397,125
4413,125
4429,125
4445,125
4462,125
4480,125
