 0 20.000000 2568.000000  
 1 49.000000 2806.000000  
 2 44.000000 2394.000000  
 3 46.000000 2078.000000  
 4 39.000000 2011.000000  
 5 42.000000 1835.000000  
 6 44.000000 1555.000000  
 7 46.000000 1595.000000  
 8 39.000000 1554.000000  
 9 44.000000 1513.000000  
 10 41.000000 1477.000000  
 11 46.000000 1554.000000  
 12 739.000000 1426.000000  
 13 2629.000000 46.000000  
 14 2694.000000 51.000000  
 15 2264.000000 46.000000  
 16 2415.000000 49.000000  
 17 1730.000000 53.000000  
 18 1795.000000 51.000000  
 19 1835.000000 54.000000  
 20 1649.000000 47.000000  
 21 1554.000000 53.000000  
 22 1592.000000 53.000000  
 23 1519.000000 50.000000  
 24 1426.000000 48.000000  
 25 1377.000000 50.000000  
 26 1339.000000 54.000000  
 27 1438.000000 49.000000  
 28 1475.000000 53.000000  
 29 1482.000000 49.000000  
 30 1540.000000 88.000000  
 31 645.000000 1898.000000  
 32 58.000000 2555.000000  
 33 53.000000 2590.000000  
 34 56.000000 2073.000000  
 35 56.000000 2073.000000  
 36 55.000000 1725.000000  
 37 54.000000 1593.000000  
 38 57.000000 1614.000000  
 39 55.000000 1514.000000  
 40 58.000000 1533.000000  
 41 56.000000 1530.000000  
 42 55.000000 1457.000000  
 43 56.000000 1535.000000  
 44 58.000000 1513.000000  
 45 56.000000 1470.000000  
 46 51.000000 1569.000000  
 47 56.000000 1513.000000  
 48 59.000000 1245.000000  
 49 350.000000 1297.000000  
 50 1906.000000 469.000000  
 51 2724.000000 52.000000  
 52 2544.000000 49.000000  
 53 2232.000000 55.000000  
 54 1702.000000 45.000000  
 55 1830.000000 56.000000  
 56 1983.000000 52.000000  
 57 1663.000000 47.000000  
 58 1546.000000 54.000000  
 59 1507.000000 46.000000  
 60 1545.000000 52.000000  
 61 1371.000000 52.000000  
 62 1341.000000 52.000000  
 63 1265.000000 50.000000  
 64 1420.000000 47.000000  
 65 1466.000000 48.000000  
 66 1494.000000 54.000000  
 67 1479.000000 54.000000  
 68 1458.000000 776.000000  
 69 48.000000 2112.000000  
 70 56.000000 2883.000000  
 71 60.000000 2372.000000  
 72 55.000000 1860.000000  
 73 56.000000 2159.000000  
 74 56.000000 1604.000000  
 75 53.000000 1575.000000  
 76 59.000000 1598.000000  
 77 53.000000 1512.000000  
 78 58.000000 1504.000000  
 79 52.000000 1516.000000  
 80 58.000000 1500.000000  
 81 59.000000 1435.000000  
 82 51.000000 1568.000000  
 83 54.000000 1500.000000  
 84 58.000000 1454.000000  
 85 58.000000 1228.000000  
 86 60.000000 1215.000000  
 87 785.000000 1255.000000  
 88 3073.000000 51.000000  
 89 2508.000000 52.000000  
 90 2072.000000 46.000000  
 91 2240.000000 53.000000  
 92 1635.000000 55.000000  
 93 1873.000000 45.000000  
 94 1748.000000 52.000000  
 95 1656.000000 47.000000  
 96 1562.000000 53.000000  
 97 1537.000000 52.000000  
 98 1413.000000 51.000000  
 99 1426.000000 47.000000  
 100 1262.000000 49.000000  
 101 1460.000000 56.000000  
 102 1498.000000 49.000000  
 103 1442.000000 49.000000  
 104 1520.000000 53.000000  
 105 1522.000000 53.000000  
 106 670.000000 1384.000000  
 107 59.000000 2879.000000  
 108 51.000000 2513.000000  
 109 58.000000 2308.000000  
 110 53.000000 2027.000000  
 111 59.000000 1821.000000  
 112 55.000000 1636.000000  
 113 50.000000 1543.000000  
 114 60.000000 1500.000000  
 115 56.000000 1536.000000  
 116 57.000000 1532.000000  
 117 55.000000 1458.000000  
 118 55.000000 1537.000000  
 119 54.000000 1505.000000  
 120 60.000000 1468.000000  
 121 52.000000 1536.000000  
 122 60.000000 1257.000000  
 123 51.000000 1280.000000  
 124 267.000000 1435.000000  
 125 1883.000000 577.000000  
 126 2627.000000 52.000000  
 127 2708.000000 47.000000  
 128 2208.000000 51.000000  
 129 1816.000000 50.000000  
 130 1732.000000 51.000000  
 131 1766.000000 55.000000  
 132 1832.000000 48.000000  
 133 1541.000000 49.000000  
 134 1513.000000 50.000000  
 135 1504.000000 53.000000  
 136 1276.000000 51.000000  
 137 1433.000000 53.000000  
 138 1415.000000 48.000000  
 139 1466.000000 53.000000  
 140 1497.000000 44.000000  
 141 1505.000000 54.000000  
 142 1505.000000 55.000000  
 143 1505.000000 789.000000  
 144 49.000000 2027.000000  
 145 56.000000 2918.000000  
 146 59.000000 2336.000000  
 147 57.000000 1856.000000  
 148 50.000000 2115.000000  
 149 56.000000 1753.000000  
 150 63.000000 1550.000000  
 151 49.000000 1610.000000  
 152 57.000000 1526.000000  
 153 56.000000 1472.000000  
 154 57.000000 1522.000000  
 155 54.000000 1545.000000  
 156 55.000000 1439.000000  
 157 56.000000 1558.000000  
 158 54.000000 1500.000000  
 159 57.000000 1216.000000  
 160 58.000000 1218.000000  
 161 58.000000 1368.000000  
 162 758.000000 1380.000000  
 163 3068.000000 51.000000  
 164 2334.000000 52.000000  
 165 2093.000000 47.000000  
 166 2376.000000 53.000000  
 167 1669.000000 53.000000  
 168 1691.000000 43.000000  
 169 1832.000000 52.000000  
 170 1635.000000 52.000000  
 171 1572.000000 53.000000  
 172 1448.000000 49.000000  
 173 1433.000000 50.000000  
 174 1375.000000 49.000000  
 175 1434.000000 49.000000  
 176 1485.000000 55.000000  
 177 1508.000000 52.000000  
 178 1463.000000 49.000000  
 179 1535.000000 50.000000  
 180 1517.000000 61.000000  
 181 687.000000 956.000000  
 182 57.000000 3171.000000  
 183 54.000000 2464.000000  
 184 57.000000 2444.000000  
 185 55.000000 1865.000000  
 186 61.000000 1988.000000  
 187 51.000000 1591.000000  
 188 51.000000 1550.000000  
 189 58.000000 1523.000000  
 190 58.000000 1548.000000  
 191 56.000000 1507.000000  
 192 58.000000 1450.000000  
 193 54.000000 1591.000000  
 194 58.000000 1486.000000  
 195 52.000000 1483.000000  
 196 56.000000 1358.000000  
 197 53.000000 1232.000000  
 198 60.000000 1383.000000  
 199 191.000000 1470.000000  
 200 1919.000000 597.000000  
